category,question,answer
Pop culture,A quel chimiste doit-on l'invention de la dynamite en 1867 ?,Alfred Nobel ou Nobel
Pop culture,À quel chimiste doit-on la classification périodique des éléments chimiques ?,Mendeleïev
Pop culture,À quel cinéaste allemand doit-on “Le Mariage de Maria Braun” ?,Rainer Werner Fassbinder
Pop culture,"À quel cinéaste américain d'origine allemande doit-on “To Be or Not to Be”, en 1942 ?",Ernst Lubitsch
Pop culture,"A quel cinéaste américain doit-on le film ""Orange mécanique"" ?",Stanley Kubrick
Pop culture,"A quel cinéaste américain doit-on les films : ""Tootsie"", ""La Firme"" et ""L'Interprète"" ?",Sydney Pollack
Pop culture,"À quel cinéaste britannique doit-on “Land and Freedom”, en 1995 ?",Ken Loach
Pop culture,À quel cinéaste britannique doit-on “My Beautiful Laundrette” ?,Stephen Frears
Pop culture,À quel cinéaste doit-on “Ma nuit chez Maud” en 1969 ?,Éric Rohmer
Pop culture,À quel cinéaste doit-on “Taxi Driver” en 1976 ?,Martin Scorsese
Pop culture,"À quel cinéaste doit-on “Thérèse Raquin”, en 1953 ?",Marcel Carné
Pop culture,"À quel cinéaste doit-on ""Un soir, un train"" et ""Rendez-vous à Bray"" ?",André Delvaux
Pop culture,"A quel cinéaste expressionniste doit-on : ""M le Maudit"" et ""Metropolis"" ?",Fritz Lang
Pop culture,À quel cinéaste français doit-on le dessin animé “Le Roi et l'Oiseau” en 1980 ?,Paul Grimault
Pop culture,"À quel cinéaste italien doit-on “Affreux, sales et méchants”, en 1975 ?",Ettora Scola
Connaissance du monde,À quel cinéaste italien doit-on “Main basse sur la ville” en 1963 ?,Francesco Rosi
Pop culture,"A quel cinéaste italien doit-on le film aux 9 oscars : ""Le Dernier Empereur"" ?",Bernardo Bertolucci
Pop culture,"À quel comédien, ancien membre des ""Deschiens"", doit-on l'album ""Le soir, des lions..."" en 2010 ?",François Morel
Pop culture,A quel commissaire général des fortifications de Louis XIV doit-on la citadelle de Besançon ?,Vauban ou Sébastien Le Prestre de Vauban
Pop culture,À quel compositeur allemand doit-on “Le Clavier bien tempéré” ?,Jean-Sébastien Bach
Pop culture,"A quel compositeur allemand doit-on ""Les Noces de Figaro"", opéra créé à Vienne en 1786 ?",Wolfgang Amadeus Mozart
Pop culture,"A quel compositeur allemand doit-on la ""Symphonie héroïque"", achevée en 1804 ?",Beethoven ou Ludwig van Beethoven
Pop culture,À quel compositeur allemand doit-on la symphonie numéro 3 dite “Héroïque” ?,Beethoven
Pop culture,"A quel compositeur autrichien doit-on l'opéra “Wozzeck”, en 1925 ?",Alban Berg
Pop culture,"À quel compositeur doit-on “La Flûte enchantée”, pièce lyrique créée en 1791 ?",Mozart
Savoirs académiques,À quel compositeur doit-on “Offrande musicale” et “L'Art de la fugue” ?,Jean-Sébastien Bach
Pop culture,"A quel compositeur doit-on l'opéra ""Carmen"" en 1875 ?",Georges Bizet
Pop culture,"À quel compositeur doit-on l'opéra “Faust”, en 1859 ?",Charles Gounod
Pop culture,"A quel compositeur doit-on l'opéra ""Tristan et Isolde"", en 1865 ?",Wagner
Pop culture,À quel compositeur doit-on l'opérette “La Veuve joyeuse” ?,Franz Lehar
Pop culture,"A quel compositeur doit-on la célèbre ""Chevauchée des Walkyries"" ?",Richard Wagner
Pop culture,"À quel compositeur doit-on la musique du ballet “L'Oiseau de feu”, créé en 1910 ?",Igor Stravinski
Pop culture,"À quel compositeur doit-on la musique du film ""Borsalino"" ?",Claude Bolling
Pop culture,À quel compositeur doit-on la musique du film “Les Parapluies de Cherbourg” ?,Michel Legrand
Pop culture,À quel compositeur doit-on la symphonie n°8 “Inache vée” ?,Schubert
Pop culture,À quel compositeur doit-on le poème symphonique la “Danse macabre” en 1874 ?,Camille Saint-Saëns
Pop culture,"A quel compositeur doit-on les bandes originales des films : ""Les Dents de la mer"", ""La Guerre des étoiles"" et la saga des ""Indiana Jones"" ?",John Williams
Pop culture,À quel compositeur doit-on les musiques des films “La Peau douce” et “La Gifle” ?,Georges Delerue
Pop culture,À quel compositeur doit-on les pièces pour piano intitulées “Embryons desséchés” et “Véritables Préludes flasques (pour un chien)” ?,Erik Satie
Savoirs académiques,"A quel compositeur français doit-on la partition du ballet créé en 1912 ""Daphnis et Chloé"" ?",Maurice Ravel
Pop culture,À quel compositeur italien doit-on “Madame Butterfly” ?,Giacomo Puccini
Pop culture,"A quel compositeur italien doit-on l'opéra : ""Rigoletto"", créé en 1851 à Venise ?",Giuseppe Verdi
Pop culture,"A quel compositeur italien doit-on l'opéra comique ""Falstaff"", créé en 1893 ?",Giuseppe Verdi
Pop culture,"A quel compositeur prénommé Ludwig doit-on la ""9e Symphonie"" ?",Ludwig van Beethoven
Pop culture,"À quel compositeur russe doit-on “Le Coq d'or”, créé en 1909 ?",Rimski-Korsakov
Pop culture,"A quel compositeur viennois doit-on l'opérette : ""La Chauve-souris"" en 1874 ?",Johann Strauss fils ou Johann Strauss
Pop culture,"A quel compositeur, prénommé Georg Friedrich, doit-on l'oratorio : ""Le Messie"" ?",Haendel ou Händel
Connaissance du monde,À quel continent sont rattachés le royaume des Tonga et la république de Vanuatu ?,L'Océanie
Savoirs académiques,"A quel corps d'armée appartiennent les soldats qui défilent avec un képi blanc, un tablier et une hache ?",La légion étrangère ou la légion
Pop culture,À quel courant musical rattache-t-on le groupe Nirvana ?,Grunge
Savoirs académiques,"A quel courant pictural, né en France en 1905, appartenaient les peintres Matisse, Vlaminck et Braque ?",Le fauvisme
Savoirs académiques,À quel département de Bretagne appartient l'Île-de-Bréhat ?,Les Côtes-d'Armor
Savoirs académiques,"À quel département français l'adjectif ""axonais"" se rapporte-t-il ?",L'Aisne
Savoirs académiques,À quel département le code postal 25 correspond-il ?,Le Doubs
Pop culture,"À quel dessinateur de BD doit-on ""Le Guide du zizi sexuel” ?",Zep ou Philippe Chappuis
Pop culture,"A quel dessinateur de BD, associé au scénariste Serge Le Tendre, doit-on ""La Quête de l'oiseau du temps"" ?",Régis Loisel
Pop culture,À quel dessinateur et scénariste doit-on le personnage de Gaston Lagaffe ?,André Franquin
Pop culture,À quel dessinateur italien doit-on le personnage de bande dessinée RanXerox ?,Liberatore
Pop culture,"A quel détective doit-on la réplique ""Élémentaire mon cher Watson"" ?",Sherlock Holmes
Pop culture,A quel dieu grec identifie-t-on le dieu romain Mars ?,Arès
Pop culture,"À quel dieu hindou, doté de multiples “avatars”, est dédié le temple d'Angkor-Vat ?",Vishnou
Pop culture,À quel dieu romain le temple du Capitole à Rome était-il consacré ?,Jupiter
Pop culture,A quel dirigeant français Victor Hugo s'en prend-il dans son recueil intitulé “Les Châtiments” ?,Napoléon III
Pop culture,"A quel DJ français doit-on le tube : ""Jealousy"" ?",Martin Solveig
Pop culture,"A quel DJ français doit-on le tube ""Love Generation"", ancien générique de la Star Academy ?",Bob Sinclar ou Christophe Le Friant
Pop culture,"A quel DJ français doit-on le tube ""No Stress"" en 2008 ?",Laurent Wolf
Pop culture,"A quel DJ français doit-on le tube, en 2006 : ""World, Hold on"" ?",Bob Sinclar
Pop culture,À quel domaine scientifique associe-t-on la médaille Fields ?,Mathématiques
Pop culture,"A quel dramaturge britannique doit-on les pièces ""La Mégère apprivoisée"" et ""Les Deux Gentilshommes de Vérone"" ?",William Shakespeare
Pop culture,"A quel duo doit-on les tubes des années 60 : ""I Got You Babe"" et ""The Beat Goes On"" ?",Sonny & Cher
Pop culture,À quel écrivain allemand doit-on “Les Buddenbrook” ?,Thomas Mann
Pop culture,"A quel écrivain allemand doit-on le drame ""Faust"" entre 1773 et 1832 ?",Goethe
Savoirs académiques,"A quel écrivain allemand doit-on le roman ""Le Tambour"" publié en 1959 ?",Günter Grass
Pop culture,"À quel écrivain américain doit-on ""Last Exit to Brooklyn"" et ""Le Démon"" ?",Hubert Selby Jr ou Hubert Selby
Pop culture,"À quel écrivain américain doit-on le récit ""Sur la route"", livre-culte de la Beat generation ?",Jack Kerouac
Connaissance du monde,"A quel écrivain américain doit-on les contes effrayants : ""Le Puits et le Pendule"" et ""L'Enterrement prématuré"" ?",Edgar Poe ou Edgar Allan Poe
Vie quotidienne,A quel écrivain américain doit-on les ouvrages “Le Dahlia noir” en 1987 et “American Tabloid” en 1995 ?,James Ellroy
Pop culture,"A quel écrivain américain, né en 1926, doit-on les nouvelles ""Je suis une légende"" et ""L'Homme qui rétrécit"" ?",Richard Matheson
Pop culture,"A quel écrivain britannique doit-on ""Le Livre de la Jungle"" ?",Rudyard Kipling
Pop culture,"A quel écrivain danois doit-on le conte ""La Reine des neiges"" en 1844 ?",Andersen ou Hans Christian Andersen
Pop culture,"A quel écrivain danois doit-on le conte ""Les Souliers rouges"" au XIXe siècle ?",Andersen ou Hans Christian Andersen
Pop culture,"A quel écrivain doit-on ""Exercices de style"" et ""Zazie dans le métro"" ?",Raymond Queneau
Pop culture,"À quel écrivain doit-on “Jean le bleu”, en 1932 ?",Jean Giono
Pop culture,À quel écrivain doit-on “La Vouivre” en 1943 ?,Marcel Aymé
Pop culture,"À quel écrivain doit-on ""Le Grand Meaulnes"" ?",Alain-Fournier
Pop culture,À quel écrivain doit-on “Le Silence de la mer” ?,Vercors
Pop culture,"A quel écrivain doit-on ""les Mémoires d'outre-tombe"" ?",Chateaubriand
Savoirs académiques,"À quel écrivain doit-on ""Les Particules élémentaires"" en 1998 ?",Michel Houellebecq
Savoirs académiques,"A quel écrivain doit-on ""Plateforme"" et ""les Particules élémentaires"" ?",Michel Houellebecq
Pop culture,À quel écrivain doit-on “Salammbô” et “L'Éducation sentimentale” ?,Gustave Flaubert
Pop culture,"A quel écrivain doit-on l'oeuvre : ""Mémoires d'outre-tombe"" ?",Chateaubriand
Pop culture,"À quel écrivain doit-on l'œuvre autobiographique “Mémoires d'un fou”, en 1838 ?",Gustave Flaubert
Savoirs académiques,A quel écrivain doit-on la plupart des chansons de Stephan Eicher ?,Philippe Djian
Connaissance du monde,À quel écrivain doit-on le célèbre roman “Guerre et Paix” ?,Léon Tolstoï
Pop culture,"A quel écrivain doit-on le conte intitulé ""Le Vilain Petit Canard"" ?",Andersen
Pop culture,"A quel écrivain doit-on le livre ""Charlie et la chocolaterie"" ?",Roald Dahl
Pop culture,A quel écrivain doit-on le personnage de Boule-de-Suif ?,Guy de Maupassant
Pop culture,À quel écrivain doit-on le premier “Manifeste du surréalisme” en 1924 ?,André Breton
Savoirs académiques,À quel écrivain doit-on le roman “Armance” ?,Stendhal
Savoirs académiques,"A quel écrivain doit-on le roman ""Le Docteur Pascal"" en 1893 ?",Émile Zola
Savoirs académiques,"A quel écrivain doit-on le roman ""Maria Chapdelaine"" ?",Louis Hémon
Savoirs académiques,"A quel écrivain doit-on le roman “Une vie”, en 1883 ?",Guy de Maupassant
Savoirs académiques,À quel écrivain doit-on le roman épistolaire “Julie ou la Nouvelle Héloïse” ?,Jean-Jacques Rousseau
Savoirs académiques,À quel écrivain doit-on le roman hallucinatoire “Le Festin nu” ?,William Burroughs
Savoirs académiques,À quel écrivain doit-on le roman policier “Touchez pas au grisbi !” adapté à l'écran en 1953 ?,Albert Simonin
Pop culture,À quel écrivain doit-on les “Lettres de mon moulin” ?,Alphonse Daudet
Pop culture,"À quel écrivain doit-on les contes fantastiques “Les Élixirs du diable”, “La Princesse Brambilla” et ""Le Chat Murr"" ?",Hoffmann ou Ernst Theodor Wilhelm Hoffmann
Savoirs académiques,"A quel écrivain du XIXe siècle doit-on le roman ""Eugénie Grandet"" ?",Honoré de Balzac
Pop culture,"A quel écrivain espagnol doit-on la pièce ""Noces de sang"" ?",Federico Garcia Lorca ou Garcia Lorca
Pop culture,A quel écrivain espagnol doit-on le chef d'oeuvre : “Don Quichotte de la Manche” ?,Cervantès
Pop culture,"À quel écrivain espagnol, né en 1547, doit-on les “Nouvelles exemplaires” ?",Miguel de Cervantès
Pop culture,"À quel écrivain et ethnologue doit-on “L'Afrique fantôme”, en 1934 ?",Michel Leiris
Savoirs académiques,"A quel écrivain et journaliste américain doit-on les romans ""Las Vegas Parano"" et ""Hell's Angels"" ?",Hunter Stockton Thompson ou Thompson
Pop culture,"À quel écrivain français doit-on “La Fête à Venise”, en 1991 ?",Philippe Sollers
Pop culture,"A quel écrivain français doit-on la nouvelle ""Poil de carotte"", parue en 1894 ?",Jules Renard
Savoirs académiques,"A quel écrivain français doit-on la trilogie romanesque ""Jacques Vingtras"" ?",Jules Vallès
Pop culture,"A quel écrivain français doit-on le conte philosophique ""Micromégas"" en 1752 ?",Voltaire ou François Marie Arouet
Pop culture,"A quel écrivain français doit-on le poème qui débute par : ""Notre Père qui êtes aux cieux, restez-y !"" ?",Jacques Prévert
Pop culture,"A quel écrivain français doit-on le recueil ""Émaux et Camées"" en 1852 ?",Théophile Gautier
Savoirs académiques,À quel écrivain français doit-on les pièces de théâtre “Quadrille” et “Palsembleu!” ?,Sacha Guitry
Savoirs académiques,"A quel écrivain français doit-on les romans ""Les Enfants du Bon Dieu"" et ""Un singe en hiver"" ?",Antoine Blondin
Savoirs académiques,"A quel écrivain français doit-on les romans de science fiction : ""Ravage"" et ""La nuit des Temps"" ?",Barjavel ou René Barjavel
Pop culture,"A quel écrivain français du 17e siècle doit-on le recueil de portraits et de maximes intitulé : ""Les Caractères"" ?",La Bruyère ou Jean de La Bruyère
Savoirs académiques,"A quel écrivain français du XIXe siècle doit-on le roman ""Le Colonel Chabert"" ?",Honoré de Balzac
Pop culture,"A quel écrivain français se rapporte le mot ""marivaudage"" ?",Marivaux
Pop culture,"À quel écrivain italien doit-on “Le Bel Été”, publié en 1949 ?",Cesare Pavese
Vie quotidienne,"À quel écrivain latin doit-on le traité politique “De la république”, inspiré par Platon ?",Cicéron
